date,SPY,QQQ,IWM,EFA,EEM,TLT,GLD,DBC
2015-07-20,98.3514,124.1743,104.2144,108.0033,118.9877,124.8637,103.9901,101.3777
2015-07-21,98.1723,125.9223,102.1837,108.7683,120.7641,126.5063,102.3373,103.2282
2015-07-22,98.0552,126.1098,103.1656,108.4761,118.3015,128.018,103.1445,103.6588
2015-07-23,97.5899,124.5998,103.9682,108.8159,117.0648,129.5274,104.5637,103.0819
2015-07-24,97.232,123.683,102.9214,106.6666,116.8661,130.1394,104.2875,103.6539
2015-07-27,97.8997,123.2358,101.7724,106.0021,119.269,131.3627,104.2347,106.5648
2015-07-28,98.5876,123.2173,101.1963,107.39,119.1062,131.6962,106.3823,108.4673
2015-07-29,98.4451,121.6348,104.2117,106.4742,119.493,130.439,105.4597,108.1273
2015-07-30,99.307,120.9378,103.1232,106.8029,119.7191,130.3187,106.793,110.547
2015-07-31,98.5422,119.2864,100.6814,104.9979,119.8846,130.8317,106.1589,111.2739
2015-08-03,97.9759,115.9478,99.3708,103.9705,120.1885,130.4323,107.3293,113.8998
2015-08-04,97.3292,115.762,97.2321,105.1063,119.3224,129.8524,108.1102,115.3854
2015-08-05,98.1554,116.9872,96.1867,105.7579,120.7753,130.972,108.9693,115.2558
2015-08-06,99.7383,119.9016,99.0582,105.5225,124.6245,129.5052,110.5237,114.923
2015-08-07,100.1206,119.8853,99.7377,106.4046,127.603,128.7767,110.081,115.1578
2015-08-10,101.1908,119.2637,100.4871,108.9254,129.78,128.4261,111.296,117.4435
2015-08-11,100.5877,119.628,100.0918,111.0906,129.5843,127.7433,110.0081,117.4769
2015-08-12,99.6768,118.4785,98.4569,110.6554,127.6559,128.5797,108.7946,118.8009
2015-08-13,98.6887,117.9128,97.4729,108.753,124.4555,129.6402,108.1756,117.9088
2015-08-14,98.6667,119.1379,95.9539,108.5686,123.2663,130.5272,108.4496,119.6029
2015-08-17,100.3377,120.8491,97.5308,111.6711,125.7487,128.8916,110.0976,119.1497
2015-08-18,98.8075,116.8605,96.102,110.8993,124.7649,130.4298,112.0007,120.4641
2015-08-19,98.5277,116.6364,96.2282,112.6554,126.888,131.5247,112.6304,124.1934
2015-08-20,96.8023,116.1372,96.46,111.1942,123.7372,132.0149,112.8243,123.9428
2015-08-21,97.9152,117.2227,98.2549,112.2958,124.522,131.8902,113.9295,124.3863
2015-08-24,97.5364,116.4062,97.6513,110.3397,127.8812,132.1223,114.3637,122.3725
2015-08-25,97.7058,114.9162,96.3262,109.498,129.4054,131.4459,114.4263,122.5079
2015-08-26,97.8572,114.5908,96.2192,109.6162,130.5853,129.9428,115.1394,124.5494
2015-08-27,97.3456,112.5538,97.9285,108.9428,130.7649,131.4428,115.8795,126.3599
2015-08-28,98.0001,113.6226,97.3282,108.2077,130.779,131.9413,115.8032,128.5825
2015-08-31,97.8493,112.8753,96.8053,107.5329,127.6909,129.4841,115.5876,128.5628
2015-09-01,95.3841,111.044,95.7483,106.9208,127.0675,129.965,115.2416,127.4967
2015-09-02,94.2753,108.9989,94.4464,105.9631,122.1591,131.9666,114.9888,125.3472
2015-09-03,94.7138,109.5265,94.207,106.2109,121.9584,130.7157,113.9548,126.8061
2015-09-04,96.873,111.2053,96.995,108.0567,123.6857,130.5905,115.0897,128.1539
2015-09-07,97.9917,111.5648,97.6708,107.9156,123.2629,130.6822,115.7839,129.9097
2015-09-08,97.1034,111.5757,98.4921,109.0578,126.5057,132.7247,118.0823,132.11
2015-09-09,97.0563,111.683,99.4007,108.393,129.6308,134.4914,118.5517,133.0517
2015-09-10,97.1205,111.9492,101.7308,111.085,132.7505,133.9391,118.2537,134.4227
2015-09-11,98.3536,111.6326,103.9096,112.4608,131.8555,133.7312,118.3245,137.8683
2015-09-14,98.8482,111.0103,105.1997,112.1144,134.944,135.522,119.5378,142.9111
2015-09-15,99.9141,114.3064,109.1552,112.6575,137.1116,134.6701,119.6733,138.4616
2015-09-16,100.3543,113.4525,111.1286,113.116,135.9217,134.3434,118.8168,135.1032
2015-09-17,102.4946,114.83,112.1214,114.8681,137.6875,133.904,116.8367,132.277
2015-09-18,103.4497,115.2246,113.4514,116.0642,139.5388,133.0777,115.9992,134.2699
2015-09-21,103.2651,113.709,113.0306,113.9679,137.2832,134.7574,116.2846,133.9344
2015-09-22,102.5265,113.4745,113.9474,113.3748,136.0491,134.2642,117.1514,133.4166
2015-09-23,103.7347,115.0229,114.7388,112.8317,138.6119,132.4654,115.8103,134.1464
2015-09-24,105.6482,116.5843,117.5245,114.1038,138.9883,132.2564,116.65,133.3262
2015-09-25,105.9999,117.25,116.4451,115.2599,138.2635,133.0251,116.585,132.9982
2015-09-28,105.42,118.4939,116.5718,113.6096,136.1349,133.699,116.2695,129.1996
2015-09-29,106.4582,121.6984,118.0955,113.3545,139.361,133.7791,115.8218,127.7668
2015-09-30,106.2087,120.3295,117.375,112.5717,136.3329,134.4079,114.2146,125.824
2015-10-01,106.4823,119.2832,114.5134,113.043,135.622,133.4871,113.7673,122.3482
2015-10-02,106.5104,120.0499,116.2698,113.7791,133.9942,132.9795,114.5197,123.0721
2015-10-05,106.0547,119.7754,116.1324,111.8407,131.907,133.6401,116.1483,124.0123
2015-10-06,106.1894,118.6658,116.2891,110.3506,130.1333,135.4391,115.3501,126.0002
2015-10-07,106.4822,119.6487,118.7358,110.4164,129.645,134.5278,115.3444,127.335
2015-10-08,106.3183,120.154,118.5732,109.4935,130.0694,135.0803,112.406,125.0952
2015-10-09,108.6857,121.6986,120.7221,110.6028,132.0551,134.6395,112.0186,122.1615
2015-10-12,109.2152,120.6701,121.1314,110.9748,129.5317,134.4788,112.7715,124.4509
2015-10-13,109.9623,121.3609,122.0814,110.8135,129.6094,135.2649,113.2773,121.8564
2015-10-14,109.3408,116.9502,122.5571,110.9375,126.4275,136.0621,111.9948,125.9697
2015-10-15,108.9966,116.3893,122.5909,111.3154,126.9591,136.0809,110.0171,124.9749
2015-10-16,108.2881,114.9486,120.8777,111.8443,125.8102,135.8858,110.4749,125.2589
2015-10-19,106.5319,114.1491,121.9575,111.7018,124.288,135.6673,108.2165,124.3584
2015-10-20,105.8469,115.3531,120.6241,111.0353,122.4531,135.6413,108.6447,126.1545
2015-10-21,104.7619,115.5819,118.2646,110.8973,125.1836,138.5842,110.7715,132.0205
2015-10-22,105.951,118.1633,118.379,111.1914,123.9599,137.8179,108.5571,131.4074
2015-10-23,105.2383,117.5656,115.3277,110.8801,122.111,137.3828,108.7712,131.785
2015-10-26,105.0143,118.7731,113.062,110.1978,122.0842,136.8999,106.8605,127.5884
2015-10-27,104.6348,120.3448,112.1486,111.4328,121.3183,135.7541,108.2957,125.2431
2015-10-28,104.892,119.2838,111.7498,110.5407,119.8889,135.1561,108.3461,123.2535
2015-10-29,105.0134,119.5194,114.4036,111.5443,118.3965,135.9897,107.9638,122.8038
2015-10-30,105.6559,121.0196,115.8998,111.7414,117.8828,135.9618,106.3186,124.1042
2015-11-02,107.377,122.7317,118.3892,112.5175,118.0449,135.4797,107.0606,127.7796
2015-11-03,106.0518,122.7901,117.0251,114.2647,120.1255,135.3353,107.7721,127.3953
2015-11-04,105.9363,121.6737,117.3975,113.433,122.9262,135.5625,107.6215,130.7361
2015-11-05,104.6251,120.6553,118.9112,112.9484,122.6021,135.4315,107.1523,129.0492
2015-11-06,104.7571,122.8045,119.7451,112.4651,120.65,134.5128,105.8016,125.0722
2015-11-09,104.2341,121.7705,120.6078,112.7993,122.1908,133.7805,108.1143,125.6145
2015-11-10,104.3048,121.4187,117.716,111.8966,119.6721,134.8879,106.0866,122.2912
2015-11-11,103.6775,121.969,119.2584,111.1328,119.2987,137.6348,108.3667,123.0043
2015-11-12,103.0103,120.7212,122.0732,111.102,118.8565,135.1375,108.4431,123.8827
2015-11-13,105.0989,122.5695,125.6577,113.5737,120.6747,135.6046,108.4074,123.7685
2015-11-16,106.4967,124.1469,127.3489,116.0767,122.1622,135.12,108.1481,124.3828
2015-11-17,104.7359,123.5812,125.9789,115.4039,119.433,136.6173,108.5964,123.2826
2015-11-18,104.9028,122.8533,125.1335,115.3876,118.4007,136.4556,108.6033,125.9855
2015-11-19,102.5689,121.256,122.9123,113.9736,118.4616,137.2185,109.613,125.2188
2015-11-20,101.5267,119.1236,123.136,113.1077,117.8825,137.4752,110.6888,125.3562
2015-11-23,101.4083,121.9545,123.9233,112.5274,118.4006,138.8567,109.7573,123.545
2015-11-24,102.8515,123.3473,126.8586,112.0886,116.5172,138.4765,110.6376,125.4184
2015-11-25,103.1568,123.1421,126.5575,111.0413,117.3397,137.2827,110.806,126.9505
2015-11-26,103.331,121.8327,124.5786,111.3669,115.7686,137.8894,110.8245,127.8622
2015-11-27,101.4448,118.6363,121.1997,109.3067,115.1746,137.8713,112.0897,124.9923
2015-11-30,99.8448,120.5291,120.2729,108.8612,115.1933,139.0217,111.1791,124.5415
2015-12-01,99.3144,117.4707,118.8175,107.7477,113.3429,136.5116,111.641,124.5109
2015-12-02,99.7826,117.2873,120.5583,108.3505,110.4344,135.7568,111.355,119.73
2015-12-03,99.8026,115.0602,122.0858,106.8505,112.4421,135.5089,110.7942,120.3305
2015-12-04,100.0396,114.4799,123.1662,107.1518,113.6877,135.8924,111.9756,120.3124
2015-12-07,97.8683,111.81,121.0946,105.7569,113.1565,137.429,112.1756,119.9419
2015-12-08,96.4425,109.2714,117.5662,104.802,114.3383,138.5853,111.3,123.064
2015-12-09,99.1368,111.4823,120.371,106.4084,116.474,138.9128,109.8383,121.9812
2015-12-10,97.3064,107.5935,117.8123,105.5611,117.1962,140.3763,109.0449,120.2095
2015-12-11,95.8564,106.2927,118.6834,105.4487,115.4493,140.0996,108.5539,119.5477
2015-12-14,97.8447,108.1129,118.8581,106.7911,118.3173,141.6987,109.8272,121.2309
2015-12-15,99.9778,109.9056,123.072,110.5976,120.4844,141.9689,110.6671,121.0217
2015-12-16,98.427,110.3575,120.5322,109.7457,118.5282,141.2376,108.8128,119.6882
2015-12-17,98.9489,109.348,120.0032,107.8226,118.0347,141.3938,107.6492,116.569
2015-12-18,99.562,109.5101,121.4008,108.7451,116.7719,141.1119,108.3421,118.5675
2015-12-21,100.7213,110.6931,125.0011,110.4626,119.0802,141.4888,109.4205,117.1059
2015-12-22,99.2291,109.5627,123.676,109.7205,117.6301,141.0791,108.6366,117.4085
2015-12-23,100.2286,110.5993,124.4002,109.2478,114.5269,140.5126,107.0417,115.3851
2015-12-24,100.7644,113.8696,124.4402,107.8989,114.5103,138.5523,106.5033,113.8832
2015-12-25,102.0143,115.1633,125.4045,106.6098,114.5422,138.0659,107.1965,113.964
2015-12-28,102.3454,115.9196,126.426,107.9019,115.6141,139.4321,108.1488,116.5906
2015-12-29,102.0051,117.7122,126.8204,107.3625,115.9504,138.9289,107.3067,116.8178
2015-12-30,100.5205,116.4256,124.2914,107.0594,116.4414,139.3666,108.3522,116.9258
2015-12-31,101.2076,117.7905,123.6436,105.5554,117.0073,140.0851,108.4231,118.5511
2016-01-01,101.954,118.4604,124.7802,104.5206,116.0032,138.8122,108.5113,117.3496
2016-01-04,101.0734,118.9356,123.681,105.3656,116.3211,138.8334,108.2838,120.4128
2016-01-05,101.0594,118.8227,121.8247,104.9647,115.4113,139.4967,109.5344,121.5262
2016-01-06,101.2817,117.4503,123.1626,105.5588,116.1919,139.4166,108.7942,118.3503
2016-01-07,101.604,119.0845,123.9865,106.4055,117.4203,139.5375,109.3247,120.5205
2016-01-08,101.7954,117.4879,122.1602,106.2655,116.6001,141.477,107.9317,117.8767
2016-01-11,101.1555,116.0561,124.3697,105.8405,116.8138,142.6815,108.5456,114.394
2016-01-12,100.9068,116.2951,122.9622,104.8787,117.5358,142.2842,109.2867,114.2458
2016-01-13,100.3594,114.9629,122.6726,106.0879,116.228,143.086,110.7074,113.8728
2016-01-14,99.4454,114.2045,120.928,106.7788,115.7635,145.1117,109.9538,114.7142
2016-01-15,99.5414,114.4031,120.867,106.1595,114.0434,147.1516,110.5707,114.5069
2016-01-18,98.9434,114.5753,119.6798,105.2552,115.6208,147.2477,110.7117,115.4563
2016-01-19,101.5886,115.932,123.2836,106.5522,118.5314,146.044,113.2643,116.2904
2016-01-20,103.1941,118.6957,125.4728,107.9996,122.4468,145.3725,112.4375,117.414
2016-01-21,104.5935,119.0126,127.3297,108.0764,121.1259,146.2512,110.9024,115.0037
2016-01-22,103.8924,118.6004,125.5622,108.0316,122.1762,146.956,111.0283,113.8038
2016-01-25,102.5967,116.1285,127.0746,107.0525,122.2005,146.6372,109.7389,113.7707
2016-01-26,104.6561,117.1164,125.9891,107.9417,123.4011,147.1262,111.787,115.3664
2016-01-27,104.5239,118.587,124.1819,110.2635,123.1479,148.4592,110.426,116.3899
2016-01-28,104.8264,120.1831,127.2637,110.1924,122.0941,149.2224,109.9176,117.6205
2016-01-29,103.8231,117.4878,125.6815,110.188,118.1452,149.6758,109.1228,116.7139
2016-02-01,103.8229,117.9341,127.3879,112.2129,118.0527,150.188,110.4572,116.2549
2016-02-02,104.7216,117.4684,128.6883,113.1206,116.8766,148.7822,111.4856,116.2054
2016-02-03,104.1619,115.6438,128.0568,110.4527,117.856,148.9892,112.3692,111.7463
2016-02-04,104.6723,113.8342,127.985,110.2089,115.3946,149.7756,112.8329,110.9168
2016-02-05,105.3254,113.719,126.902,109.9429,115.9228,151.066,113.0104,111.1299
2016-02-08,106.2122,114.4861,128.1575,109.9841,116.5392,151.9515,113.5847,109.5404
2016-02-09,106.0668,113.5965,128.885,108.9683,116.9111,151.7383,112.4083,108.978
2016-02-10,105.3946,113.4671,130.7689,109.4058,117.1687,152.2408,109.6534,106.6925
2016-02-11,106.5792,113.0314,133.0702,110.1413,118.3451,152.3464,110.7649,108.7802
2016-02-12,105.822,114.294,133.8826,111.4629,118.1446,153.6144,111.7894,110.5356
2016-02-15,106.2385,115.2713,134.2015,112.4313,120.0365,152.0482,113.6303,110.9706
2016-02-16,104.4451,111.9082,133.3401,109.539,117.092,153.1447,112.8012,112.5563
2016-02-17,105.3282,110.9199,131.6142,109.686,118.6972,153.5941,113.8993,111.1736
2016-02-18,105.5767,109.9652,132.3525,111.3461,121.8671,154.1008,114.3715,112.5123
2016-02-19,106.5382,110.9335,132.4712,111.6671,120.4448,154.6924,114.1469,111.9366
2016-02-22,105.0594,110.5345,131.4656,111.8757,117.2903,154.2532,114.523,112.6492
2016-02-23,103.3323,108.8955,130.2776,110.276,116.2484,153.5526,114.264,113.5107
2016-02-24,102.5911,110.6853,131.2302,110.2134,118.2394,151.0229,113.6439,112.667
2016-02-25,104.5859,113.8343,134.4476,112.353,123.2326,150.9809,114.52,114.0571
