date,strategy_return,benchmark_return,strategy_equity,benchmark_equity
2015-04-01,0.0,0.0034950732427138226,1.0,1.1158585887596488
2015-04-02,0.0,-0.00012322863982591747,1.0,1.1157210830235178
2015-04-03,0.0,-0.0045797704663140815,1.0,1.1106113365588428
2015-04-06,0.0,0.0005981409831879031,1.0,1.1112756387156317
2015-04-07,0.0,-0.00026240431661456176,1.0,1.110984035191084
2015-04-08,0.0,-0.0066592890302005076,1.0,1.103585671392808
2015-04-09,0.0,-0.002080777074749768,1.0,1.1012893556277517
2015-04-10,0.0,-0.004185309761530032,1.0,1.0966801185373736
2015-04-13,0.0,0.0008512997067825212,1.0,1.0976137220007185
2015-04-14,0.0,0.004143016934283414,1.0,1.1021611542382692
2015-04-15,0.0,0.006418834760669442,1.0,1.1092357445669534
2015-04-16,0.0,0.001467833329002688,1.0,1.1108639177625497
2015-04-17,0.0,-0.0026781771136414195,1.0,1.107888827441628
2015-04-20,0.0,-0.0008100087391697819,1.0,1.1069914278093718
2015-04-21,0.0,0.0023621770519827306,1.0,1.1096063375568848
2015-04-22,0.0,-0.003636314833212251,1.0,1.1055714595726003
2015-04-23,0.0,0.010213422985558801,1.0,1.1168631285299768
2015-04-24,0.0,-0.004009924474571699,1.0,1.1123845917361377
2015-04-27,0.0,0.0018985237553278828,1.0,1.1144964803086095
2015-04-28,0.0,-0.000856106614974872,1.0,1.1135423524994512
2015-04-29,0.0,-0.006676781312925151,1.0,1.106107473729132
2015-04-30,0.0,0.0004759607633142843,1.0,1.1066339374866359
2015-05-01,0.0,0.0011042955712536329,1.0,1.1078559884428014
2015-05-04,0.0,0.006111233231268831,1.0,1.1146263547748332
2015-05-05,0.0,0.0010111499975413996,1.0,1.1157534092107233
2015-05-06,0.0,0.001251398718531832,1.0,1.1171496615972072
2015-05-07,0.0,-0.003447170419929771,1.0,1.1132986563291147
2015-05-08,0.0,0.0008721604985325176,1.0,1.1142696314402343
2015-05-11,0.0,-0.007856590559443488,1.0,1.1055152711731864
2015-05-12,0.0,0.004048702295775114,1.0,1.1099911733895997
2015-05-13,0.0,-0.011296184367319037,1.0,1.097452508448894
2015-05-14,0.0,-0.019042807093980693,1.0,1.0765539320356965
2015-05-15,0.0,-0.005974375503799825,1.0,1.070122194595623
2015-05-18,0.0,-0.009451578884407438,1.0,1.0600078502574473
2015-05-19,0.0,0.00800235988853737,1.0,1.0684904145598824
2015-05-20,0.0,-0.013255298121807951,1.0,1.054327255574597
2015-05-21,0.0,-0.005133047684011682,1.0,1.0489153434971794
2015-05-22,0.0,0.005543838889906283,1.0,1.0547303611706784
2015-05-25,0.0,1.8001655024690866e-06,1.0,1.054732259859889
2015-05-26,0.0,0.005396289239916266,1.0,1.0604239002047633
2015-05-27,0.0,-0.0019100119083414469,1.0,1.0583984779274822
2015-05-28,0.0,0.004648520238265105,1.0,1.063318464672277
2015-05-29,0.0,-0.0020589277071624834,1.0,1.0611291688238258
2015-06-01,0.0,-0.0017289486781822683,1.0,1.0592945309500073
2015-06-02,0.0,0.005593731897861803,1.0,1.0652199405570129
2015-06-03,0.0,-0.006882716631053984,1.0,1.0578883335564107
2015-06-04,0.0,0.006693063743354363,1.0,1.0649688476062547
2015-06-05,0.0,0.009231625993578102,1.0,1.0748002417021674
2015-06-08,0.0,-0.003989329088816079,1.0,1.0705125098332784
2015-06-09,0.0,-0.012195426119305311,1.0,1.0574571536098145
2015-06-10,0.0,0.0019105035994475411,1.0,1.0594774293080476
2015-06-11,0.0,-0.005137808649916295,1.0,1.0540340370073575
2015-06-12,0.0,0.005677451029764066,1.0,1.0600182636361715
2015-06-15,0.0,-0.00023187146361718092,1.0,1.0597724756499212
2015-06-16,0.0,0.006227924541714766,1.0,1.0663726586596551
2015-06-17,0.0,0.003834558688252554,1.0,1.0704617272028334
2015-06-18,0.0,-0.004043064093117457,1.0,1.066133781830523
2015-06-19,0.0,0.0022694806082505237,1.0,1.0685533517741883
2015-06-22,0.0,0.000171994873140624,1.0,1.0687371374723709
2015-06-23,0.0,0.005997486448043446,1.0,1.075146873970882
2015-06-24,0.0,0.00553746294542834,1.0,1.081100459946389
2015-06-25,0.0,0.0014269072148674206,1.0,1.0826430899926829
2015-06-26,0.0,0.00990565131675239,1.0,1.0933673749426418
2015-06-29,0.0,-0.004834345172030699,1.0,1.088081659652332
2015-06-30,0.0,0.004802584840190652,1.0,1.0933072641358679
2015-07-01,-0.000569550914829908,0.0032742428832369525,0.9994304490851701,1.096887017664656
2015-07-02,-0.0013033102648023487,0.0008923970047824137,0.9981278811219214,1.0978658763538047
2015-07-03,-0.014132760238312779,-0.0053198264907408505,0.9840215790908501,1.0920254203814974
2015-07-06,0.012556357791764597,0.008459754832539385,0.996377306112732,1.1012636877088255
2015-07-07,0.00827526594862434,0.001967026154876775,1.0046225933059887,1.1034299021859648
2015-07-08,-0.010054319455267838,-0.009976589886528983,0.9945217968209107,1.0924214345833227
2015-07-09,-0.003943729705101817,-0.004228770670311355,0.9905996716684168,1.0878018348611374
2015-07-10,-0.0030592929386559593,0.0014006301073308108,0.9875691370878468,1.0893254428618535
2015-07-13,0.005378342847931261,0.00012896183426214236,0.9928806224931408,1.0894659242690734
2015-07-14,0.0113988845492106,0.016072756667372554,1.0041983540800885,1.1069766449672445
2015-07-15,0.014678989861320286,0.020444442001495533,1.0189389715383845,1.1296081647822873
2015-07-16,0.009562635646441553,0.001287493829597905,1.028682713669166,1.1310625283243079
2015-07-17,-0.0059374873971320685,-0.005384308410966876,1.0225749230211079,1.1249725388397218
2015-07-20,-0.024989333121721094,-0.016834418723680036,0.997021457627815,1.1060342800682526
2015-07-21,0.014053801838891895,0.0037871763510310685,1.0110333996224394,1.1102230269371567
2015-07-22,-0.002317735256249158,0.0013544620638826915,1.008690091866889,1.1117267819095922
2015-07-23,-0.0035456538145925967,0.00046549100453140146,1.0051136259949194,1.1122442807260677
2015-07-24,-0.0014434795797548436,-0.004363808127207269,1.0036627650004624,1.1073906600943955
2015-07-27,0.00878178778286757,0.0054244350860759155,1.0124767184082624,1.1133976288450043
2015-07-28,0.00034122400870954345,0.006742401045828406,1.0128221997728426,1.1209046021821516
2015-07-29,-0.006380618429266738,-0.0013905768354283699,1.0063597677794016,1.119345898207632
2015-07-30,-0.0015867923717861239,0.003957225165234002,1.0047628837766167,1.123775401964621
2015-07-31,-0.00277868240324397,-0.006997294141231417,1.001970966832034,1.1159120149283939
2015-08-03,-0.002480784582705361,-0.0028039334813084182,0.9994852927051987,1.1127830718675418
2015-08-04,0.0023315377451927173,-0.001266824640277553,1.0018156303909058,1.1113733708528162
2015-08-05,0.006027562898987648,0.005267753321356539,1.007854137116276,1.1172278116183934
2015-08-06,0.003608432186962496,0.012589331221467367,1.0114909104244096,1.1312929625886925
2015-08-07,-0.0012393648102076622,0.00440352677940152,1.0102373041841848,1.1362746414448004
2015-08-10,0.003980306180520549,0.010241561938261937,1.0142583579698214,1.1479118685640337
2015-08-11,-0.0006592361709922094,-0.0006341913865792054,1.0135897221735166,1.1471838727444383
2015-08-12,0.0027362840641617092,-0.005876361730684843,1.016363191577898,1.1404426053365841
2015-08-13,-0.0013453685353267408,-0.008986952416763463,1.0149958085194848,1.1301935019083744
2015-08-14,0.010533259726073219,0.0008843935055984908,1.0256870229914963,1.1311930377015318
2015-08-17,-0.0006522466043682078,0.011915489130015972,1.0250180221136056,1.144671756046214
2015-08-18,-0.0033464122881650127,-0.0046736003175357616,1.021587889208814,1.1393220177636822
2015-08-19,0.01247821791909757,0.009298781363326333,1.0343354855138724,1.1499163241092905
2015-08-20,-0.0008569104968458863,-0.006719251988858629,1.0334491525790754,1.142189746561498
2015-08-21,0.003993458967452845,0.008516243181645788,1.037576189364849,1.1519169122027981
2015-08-24,-0.007131821050982978,-0.0022548259085442696,1.030176381655538,1.149319540104673
2015-08-25,-0.0056043489623290865,-0.0029759975934940397,1.0244029137199908,1.145899167919166
2015-08-26,0.0007991600326684443,0.002408188647252285,1.025221575585985,1.1486587092862446
2015-08-27,0.0027678817788935692,0.0028125273860448857,1.028059267704378,1.151889343363331
2015-08-28,0.010292622815694836,0.003021645056408992,1.0386406939790387,1.155369944103235
2015-08-31,-0.00845122631313396,-0.007997006150816166,1.0298629064161913,1.1461304435537734
2015-09-01,-0.002523958855302358,-0.00881036953474805,1.0272635748137948,1.13603261081104
2015-09-02,-0.00121728088674596,-0.011859492382989792,1.0260131064985236,1.1225598407162984
2015-09-03,-0.002277407280792361,0.00010253809749567744,1.0236764567795955,1.1226749458666905
2015-09-04,0.006543411423099148,0.01486139906158944,1.0303747930004448,1.1393594662536635
2015-09-07,0.00681157549431477,0.004682353394152808,1.0373932686904062,1.1446943499176365
2015-09-08,0.01747248089927892,0.011093892961963156,1.0555191027626398,1.1573934665097867
2015-09-09,0.008138118598508177,0.006590434344941817,1.064109042403913,1.165021192162084
2015-09-10,0.001228003884640801,0.009884011518669064,1.0654157724416664,1.1765362750449078
2015-09-11,0.008226363413811,0.007701008653074312,1.0741802697725777,1.1855967910796843
2015-09-14,0.020073994038214193,0.011554377975311225,1.0957433581039597,1.1992956245301352
2015-09-15,-0.01209575733572732,0.007836850505863954,1.0824895123420992,1.2086943250519144
2015-09-16,-0.011279337824094108,-0.0029290163248425483,1.070279747441354,1.2051540396420928
2015-09-17,-0.013618232635466352,0.00375361127134069,1.0557044288556694,1.2096777194289952
2015-09-18,0.0005757160191157311,0.006275336485226116,1.0563122148068131,1.217268854157093
2015-09-21,0.004194537570401891,-0.0050361978755806835,1.060742956077895,1.2111384473397766
2015-09-22,-2.3952198170011044e-05,-0.001921133618057902,1.0607175489524034,1.2088116885524698
2015-09-23,-0.006458320486606846,0.0033808732417663495,1.0538670950755007,1.2128985276446314
2015-09-24,-0.000147111864580866,0.00873098476879021,1.0537120587221238,1.2234883262155847
2015-09-25,0.0009316136741426653,0.0009458190643690245,1.0546937112846384,1.2246455247995522
2015-09-28,-0.008733835867941407,-0.00621107043622568,1.0454821895193285,1.2170391651856136
2015-09-29,-0.004780415855176486,0.007134235946141529,1.0404843498842455,1.2257218097457427
2015-09-30,-0.008127343973758841,-0.009088649759052242,1.0320279756734234,1.214581653514932
2015-10-01,-0.01322984346692857,-0.008739798336053081,1.0183744071017728,1.2039664548005418
2015-10-02,-0.0032961241504422256,0.0031582757301186065,1.0150177186243323,1.2077689128346152
2015-10-05,-0.000989895421245575,-0.001691476480833426,1.014012957232183,1.2057260001242736
2015-10-06,0.005348264997714458,-0.001349431582211319,1.019436167238577,1.2040989553802126
2015-10-07,3.7614113526799556e-05,0.00409247212444884,1.0194745124263047,1.2090266967901842
2015-10-08,-0.0034031031990928344,-0.005341017024665828,1.016005135451673,1.2025692646193522
2015-10-09,-0.0038161726246389947,0.006060186411706914,1.0121278844672699,1.2098570585359347
2015-10-12,-0.0005204941829919747,0.0010417725593449,1.0116010777909608,1.211117454420247
2015-10-13,-0.004800731679981444,0.001129692796794965,1.0067446524493064,1.2124856450845782
2015-10-14,0.005033003037596387,-0.004150348776579285,1.0118116013431677,1.2074534067708815
2015-10-15,-0.0011847278566651984,-0.0031843551314527374,1.0106128799533594,1.2036084463190406
2015-10-16,-0.0027368735626649063,-0.004018938722263332,1.0078469602801263,1.198771217727686
2015-10-19,-0.006965418583586754,-0.007106642023527621,1.0008268843335797,1.190251979815187
2015-10-20,-0.00017066810722680525,-0.001167201060891243,1.000656075103569,1.1888627164416188
2015-10-21,0.030164355594802794,0.01012475100094512,1.0308402207810927,1.2008996554198976
2015-10-22,-0.00664956941512107,-0.0003294546099915918,1.02398557717711,1.2005040134922822
2015-10-23,-0.005066288476488674,-0.006698367940631569,1.018797770847367,1.192462595895706
2015-10-26,-0.011859586780333015,-0.008850235400251344,1.0067152502723928,1.1819090212160344
2015-10-27,-0.011008307721753059,-0.0008558701614678338,0.9956330190092126,1.180897460551206
2015-10-28,-0.010691052549453682,-0.006190968057583901,0.984988654083014,1.1735865620936514
2015-10-29,-0.0033096954675396746,0.002812701399967102,0.9817286415990174,1.1768875106598347
2015-10-30,0.0020150918596080576,0.0030402886577452493,0.9837069149930476,1.1804655884099358
2015-11-02,0.009148227246298749,0.011660633979288265,0.9927060893951596,1.194230565561529
2015-11-03,0.004517377358305966,0.0015422822486960003,0.9971905174068458,1.1960724061636447
2015-11-04,0.017072488002445464,0.004442819014064056,1.0142150405514267,1.2013863393919457
2015-11-05,-0.00550199259250661,-0.004123900289288704,1.008634836911104,1.1964319419193798
2015-11-06,-0.017841148746578456,-0.0055400802981258185,0.990639632754792,1.1898036128899039
2015-11-09,0.003887542906748716,0.00378564206004052,0.994490786832252,1.1943077834900482
2015-11-10,-0.012930482308212254,-0.01146711971322166,0.9816315413074375,1.1806125131623353
2015-11-11,0.007691762796313525,0.006170378705147125,0.9891820182765539,1.1878973394725822
2015-11-12,-0.004903280768166818,-0.0009181566290838994,0.9843317811101221,1.1868066636556744
2015-11-13,0.005944026082255193,0.013087456670396638,0.9901826748906334,1.2023389444424062
2015-11-16,0.004572066921773883,0.009123865355224844,0.9947098563450145,1.2133089230828418
2015-11-17,-0.006701600955410243,-0.00670051502219092,0.9880437078213767,1.205179128417167
2015-11-18,0.004032495331968292,0.00012657635302668058,0.9920279894609472,1.2053316755959858
2015-11-19,6.521215798508621e-06,-0.00699227367759804,0.9920344586895445,1.196903666647941
2015-11-20,-0.0006401618759660501,-0.0032037801886230094,0.9913993960494468,1.193069050393044
2015-11-23,-1.4293820142325872e-06,0.0019302072933700953,0.9913979789609813,1.1953719209756066
2015-11-24,-0.0011604610094976629,0.006247275049631462,0.9902475002615023,1.2028397381525475
2015-11-25,0.0035513323999379525,0.00022047942123538944,0.9937641982931384,1.2031049395618545
2015-11-26,-0.0005961477401842021,-0.002908770735855687,0.99317176801205,1.1996053831214935
2015-11-27,-0.009235815686853683,-0.013300373238829488,0.983999016617304,1.1836501837866686
2015-11-30,0.0016332512010845586,-0.0018455185679459168,0.9856061341930603,1.1814657353945377
2015-12-01,-0.010133989983169833,-0.01040331217285359,0.9756180115017971,1.1691745785276983
2015-12-02,-0.009758533832274912,-0.006093852696017643,0.96609741012918,1.162049800870222
2015-12-03,0.0052865367886104995,-0.0004535564584747659,0.9712047196292094,1.161522745677968
2015-12-04,0.003843055797338716,0.004177618784533821,0.9749371135573832,1.1663751449189754
2015-12-07,-0.0028638523259670126,-0.00869028573951923,0.9721450376370504,1.1562390116301564
2015-12-08,0.0017687839072065472,-0.004794708603724246,0.9738645521350935,1.1506951824931317
2015-12-09,0.005807229564152841,0.010808176019159677,0.9795200071537329,1.1631320985699165
2015-12-10,-0.008415254739837619,-0.010947168116674566,0.9712770967707667,1.150399095944971
2015-12-11,-2.7518052284698953e-05,-0.005943397428892855,0.9712503691168348,1.143561816915931
2015-12-14,0.008988580525637039,0.014266841321684626,0.9799805312701962,1.159876831899408
2015-12-15,0.011878143454105983,0.016953108948586565,0.9916208806028546,1.17954035019754
2015-12-16,-0.012268837905476873,-0.01111259121913491,0.979454844755052,1.1664326004593197
2015-12-17,-0.009781326509907002,-0.008196189338004811,0.9698744771167925,1.1568722980159338
2015-12-18,0.00893232862406316,0.0048461694746792655,0.9785377146704912,1.1624786972326808
2015-12-21,0.006666695505627891,0.010995226641519473,0.9850613276549723,1.1752604139746923
2015-12-22,-0.0036374521072082273,-0.00774990462450878,0.9814782142529644,1.1661522578574277
2015-12-23,-0.0051312336722386664,-0.005153760011869318,0.9764420201914209,1.160142188983131
2015-12-24,-0.008881977048771212,-0.0011566459187075662,0.9677692845786249,1.1588003152551232
2015-12-25,0.0016493382472706855,0.0029441799266843732,0.9693654634742142,1.1622120318823328
2015-12-28,0.013696181476784343,0.01015788395999953,0.9826420687792842,1.1740176468391088
2015-12-29,0.00048646184485519805,0.0004652340480019862,0.9831200866528949,1.1745638398213736
2015-12-30,-0.005288845883240301,-0.0037745294630235904,0.9779205160298698,1.1701304140017657
2015-12-31,0.00461459685488852,0.0029835757203547225,0.9824332249674722,1.1736215866946298
2016-01-01,-0.003342979800235568,-0.0018172752818448046,0.9791489705413257,1.17148879319489
2016-01-04,0.005815611251254257,0.0026936861035336407,0.9848433203110597,1.1746444162775644
2016-01-05,-0.00032819283585398384,-0.00026867052626479426,0.984520101788895,1.1743288239440692
2016-01-06,-0.005241830950987551,-0.002426229820304465,0.9793594138474686,1.1714796323325731
2016-01-07,0.008631268332026801,0.008307431931540293,0.9878125277418827,1.1812116196373619
2016-01-08,-0.007588952365579993,-0.006916638028871366,0.9803160655227263,1.1730416064288334
2016-01-11,-0.000981540728500355,-0.0022370434992889515,0.9793538453776126,1.1704174613287763
2016-01-12,-0.005132370411193373,-0.0014844112641198975,0.9743274386795081,1.1686800804654573
2016-01-13,5.038311963227239e-06,-0.0004328243094958023,0.9743323476450985,1.1681742473166083
2016-01-14,0.0024415238932838914,-0.0015838339823251446,0.9767112033518732,1.1663240532464312
2016-01-15,0.003915304886599635,-7.472375892872418e-05,0.9805353254991535,1.1662369011290437
2016-01-18,-0.00029269844300716663,0.00015100277360939607,0.9802483243360663,1.1664130061357998
2016-01-19,0.009720577723345928,0.01603621423602611,0.9897769043609548,1.1851178549898809
2016-01-20,0.007607173325347771,0.01272265527602634,0.9973063088258547,1.200195700920381
2016-01-21,0.00010515966020977797,-0.0008978952969885545,0.9974111852184159,1.1991180508450587
2016-01-22,-0.006498585912704616,-0.0025338120153998583,0.9909294229409815,1.1960797111199448
2016-01-25,0.0031949393425440373,-0.005525805896542502,0.9940953823400202,1.1894704067995034
2016-01-26,0.002939371345507221,0.009274034128484474,0.9970173978215715,1.2005015959469845
2016-01-27,0.0011959616065163976,0.0027705515525857094,0.9982097923503951,1.2038276475075171
2016-01-28,0.013510236622055341,0.00538476302874713,1.0116958428435017,1.2103099741167993
2016-01-29,-0.0057006251549799325,-0.011089179906454957,1.0059285440725994,1.1968886290712413
2016-02-01,0.004355515526591858,0.005835697135371895,1.0103098814649496,1.2038733086152715
2016-02-02,0.0001407113066357697,0.0015707983041701873,1.0104520434884776,1.20576435076688
2016-02-03,-0.013962827292859728,-0.008755614387029681,0.9963432761175308,1.195207143069938
2016-02-04,-0.000901839442906116,-0.004052377131929602,0.9954447344524537,1.1903637129754425
2016-02-05,0.0006916287682476501,0.0013799028811929265,0.9961332126680017,1.1920062992926448
2016-02-08,0.00048401870013399994,0.0034238946538661524,0.9966153597707577,1.1960876032881675
2016-02-09,-0.0002868830723586533,-0.003300211340968265,0.9963294476943868,1.1921402614150045
2016-02-10,-0.0010145311869590818,-0.003601236597817442,0.9953186403972152,1.187847082275865
2016-02-11,0.012619769155275257,0.009019809986256233,1.0078793318749704,1.1985612372507222
2016-02-12,0.010188437826886238,0.006773167416444598,1.018148047784782,1.2066792931694823
2016-02-15,-0.0012927791396067183,0.00622217056280637,1.0168318072275746,1.2141874575461893
2016-02-16,0.005027397704716274,-0.011065720333410703,1.021943825121313,1.2007515987086481
2016-02-17,-0.007431210815661522,0.0002644841683754062,1.014349545115073,1.201069178496658
2016-02-18,0.0069833532565048975,0.007586099762007095,1.0214331063141866,1.2101806091058058
2016-02-19,-0.00012696028458255188,0.0008474964847865751,1.0213034248763269,1.21120623291798
2016-02-22,-0.0013547210235178948,-0.005321108888749176,1.0199198436552561,1.2047612726658918
2016-02-23,-0.0019769440823949784,-0.007830200037678495,1.0179035191558246,1.1953277509032698
2016-02-24,-0.005531728740408414,0.0004750405570781019,1.0122727530039475,1.19589558006395
2016-02-25,0.012192416021793252,0.019227931666509365,1.0246148035360976,1.2188901785577002
2016-02-26,-0.007546486997724607,-0.010801504341786144,1.0168825612435362,1.2057243310018486
2016-02-29,0.00043096450542767784,0.004640954985781112,1.0173208015336206,1.2113200433472893
2016-03-01,-0.0068984733921010335,-0.0006455011354853102,1.01030284105301,1.2105381348838724
2016-03-02,0.005144874211887918,0.004494581859462762,1.0155007220861405,1.2159789976251094
2016-03-03,-0.010282270118470382,-0.006114027858757462,1.0050590693561492,1.2085444681579656
2016-03-04,0.007253153434535994,-0.0013840576426233792,1.0123489169969613,1.2068717729503613
2016-03-07,0.006388959595040341,0.007753262687185999,1.0188167733237377,1.2162289668357953
2016-03-08,-0.002780429813496836,0.005519095529600601,1.0159840247926977,1.2229414506896295
2016-03-09,0.013591706921336747,0.009940861791055425,1.02979298189444,1.235098542629488
2016-03-10,0.010074382529853041,0.005541104553761569,1.0401675103206027,1.2419423527883966
2016-03-11,0.006195116674941732,0.004617811281427381,1.0466114694085225,1.2476774081959854
2016-03-14,0.010119018488600046,0.008507522062730047,1.0572021502178481,1.2582920512733824
2016-03-15,-0.00027563561611176923,0.00701072747213749,1.0569107476518182,1.2671135939252167
2016-03-16,0.01156306055106493,0.009215151519843465,1.0691318706239874,1.2787902376860911
2016-03-17,0.003614087783108048,-0.0021037710509035634,1.0729958070561412,1.276099955803869
2016-03-18,-0.005253720825796041,-0.002211683496090147,1.0673585866386186,1.2732776265922563
2016-03-21,-0.002137999949897939,-0.008146715638281538,1.0650765740338621,1.2629045958398233
2016-03-22,0.005621851226179825,0.003829816748683379,1.07106427607757,1.26774128901296
2016-03-23,-0.007125442874545751,-0.007613812602766223,1.0634324687634125,1.258088944409626
2016-03-24,0.0009556787870622263,0.0006983478235004781,1.0644487686152828,1.2589675280857244
2016-03-25,-0.009837187965881695,-0.009234054410529421,1.0539775859983629,1.247342153430291
2016-03-28,0.0015400000769704527,0.005632051525663734,1.0556007115619255,1.2543672487085429
2016-03-29,0.008737439229687578,0.004577902068666526,1.0648239586300128,1.2601096191312733
2016-03-30,0.012472347733433456,0.016997226595361917,1.0781048133169375,1.2815279878626429
2016-03-31,0.0019671782718221715,8.249384269710947e-05,1.0802256376804416,1.2816337060308856
2016-04-01,-0.005304379022624334,-0.005739770192040125,1.0744957114682283,1.2742774230878957
2016-04-04,0.0006224004471033033,0.0025741454763350685,1.0751644780794567,1.2775575985521332
2016-04-05,-0.004643579581221117,-0.01006246584668316,1.0701718662625928,1.2647022188495318
2016-04-06,-0.00581703909550583,-0.005382469481040542,1.063946634677633,1.25789499775397
2016-04-07,0.007838545371025832,0.0060965105242644785,1.072286428645904,1.2655637678461966
2016-04-08,0.009233976281483555,0.002096800855800135,1.082187896094977,1.2682174030376863
2016-04-11,0.0016656251576937138,0.0023126215802180827,1.0839904154800641,1.2711503099723593
2016-04-12,-0.010647319572617886,-0.0009762442503083585,1.072448823112793,1.2699093567909712
2016-04-13,0.0056371423963925684,0.0041572303770159025,1.0784943698415235,1.2751886625450792
2016-04-14,-0.008057583422629447,-0.010717743866213159,1.0698043114856892,1.261521517078822
2016-04-15,-0.00643287908499431,-0.005728212827213017,1.0629223897052962,1.254295253342886
2016-04-18,0.007307718474813299,-0.00047413516886582463,1.0706899272898383,1.2537005478511345
2016-04-19,0.02086486659500286,0.016139182056820772,1.0930297297873541,1.27393424923764
2016-04-20,0.006362921713644018,0.004667536101867056,1.0999845923886766,1.2798803833373615
2016-04-21,-0.017849078924301837,-0.015581045986853267,1.080350880583615,1.2599385082269108
2016-04-22,-0.0009876053421827105,-0.0065171868761795815,1.0792839202825188,1.251727253516301
2016-04-25,0.006662556668696418,0.0017613163786070613,1.086474710563014,1.253931941229468
2016-04-26,0.012517084430473353,0.0016497815513120684,1.1000742062467053,1.2560006550127094
2016-04-27,0.01698783136051818,0.011795644090693377,1.11876208134648,1.2708159917169173
